id_gen	symbol	log2FC_CRC_vs_Normal	adj-p-value_CRC_vs_Normal	vias_reactome	BP	MF	CC
ENSG00000197928	ZNF677	0.07626363825779547	0.2031006450007781	Gene expression (Transcription), RNA Polymerase II Transcription, Generic Transcription Pathway		DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding, metal ion binding	
ENSG00000139496	NUP58	-0.105612149133264	0.2031006450007781	Immune System, Rev-mediated nuclear export of HIV RNA, Post-translational protein modification, ISG15 antiviral mechanism, Gene expression (Transcription), Cellular responses to stimuli, Regulation of HSF1-mediated heat shock response, Nuclear Envelope (NE) Reassembly, HCMV Early Events, HIV Infection, SUMOylation of DNA replication proteins, Transport of the SLBP Dependant Mature mRNA, NEP/NS2 Interacts with the Cellular Export Machinery, SARS-CoV Infections, Gene Silencing by RNA, snRNP Assembly, Export of Viral Ribonucleoproteins from Nucleus, SUMO E3 ligases SUMOylate target proteins, SUMOylation of RNA binding proteins, Metabolism of non-coding RNA, Viral Messenger RNA Synthesis, SUMOylation of chromatin organization proteins, Interactions of Vpr with host cellular proteins, Infectious disease, Cytokine Signaling in Immune system, SUMOylation of SUMOylation proteins, Cellular response to heat stress, Disease, SARS-CoV-2 activates/modulates innate and adaptive immune responses, Transport of Ribonucleoproteins into the Host Nucleus, Host Interactions of HIV factors, Cell Cycle, Nuclear Pore Complex (NPC) Disassembly, Metabolism of carbohydrates, Disorders of transmembrane transporters, Nuclear import of Rev protein, M Phase, Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC), Postmitotic nuclear pore complex (NPC) reformation, Late Phase of HIV Life Cycle, Nuclear Envelope Breakdown, Transport of Mature mRNA derived from an Intron-Containing Transcript, HCMV Infection, SUMOylation of ubiquitinylation proteins, tRNA processing, Regulation of Glucokinase by Glucokinase Regulatory Protein, Influenza Viral RNA Transcription and Replication, Interactions of Rev with host cellular proteins, Metabolism of proteins, SUMOylation of DNA damage response and repair proteins, Influenza Infection, Transport of Mature mRNAs Derived from Intronless Transcripts, Mitotic Metaphase and Anaphase, Vpr-mediated nuclear import of PICs, Mitotic Prophase, Antiviral mechanism by IFN-stimulated genes, Transport of Mature Transcript to Cytoplasm, Glycolysis, NS1 Mediated Effects on Host Pathways, SUMOylation, Mitotic Anaphase, Processing of Capped Intron-Containing Pre-mRNA, Cellular responses to stress, Metabolism, Transport of Mature mRNA Derived from an Intronless Transcript, Cell Cycle, Mitotic, SARS-CoV-2 Infection, Glucose metabolism, Transcriptional regulation by small RNAs, HCMV Late Events, Viral Infection Pathways, SLC transporter disorders, HIV Life Cycle, Metabolism of RNA, tRNA processing in the nucleus, Transport of the SLBP independent Mature mRNA, Interferon Signaling, SARS-CoV-2-host interactions	mRNA transport, regulation of protein import into nucleus, nucleocytoplasmic transport, protein transport	protein binding, identical protein binding, nuclear localization sequence binding, protein-containing complex binding, structural constituent of nuclear pore	nuclear membrane, nuclear pore, nuclear envelope
ENSG00000103426	CORO7-PAM16	-0.06544778978399357	0.2042679072641998				
ENSG00000262246	CORO7	-0.06544778978399357	0.2042679072641998		actin filament polymerization, protein transport, establishment of cell polarity, positive regulation of hippo signaling, Golgi organization, cell migration, Golgi to endosome transport	actin binding, protein binding	trans-Golgi network, Golgi apparatus, cytosol, Golgi membrane, membrane, cytoplasmic vesicle
ENSG00000158545	ZC3H18	0.08415053893347091	0.20431439156825187			protein binding, RNA binding, mRNA cap binding complex binding, metal ion binding, protein-macromolecule adaptor activity	ribonucleoprotein complex, nuclear speck, protein-containing complex
ENSG00000173674	EIF1AX	-0.1467513573871102	0.20431439156825187	GTP hydrolysis and joining of the 60S ribosomal subunit, L13a-mediated translational silencing of Ceruloplasmin expression, Translation, Metabolism of proteins, Cap-dependent Translation Initiation, Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S, Formation of a pool of free 40S subunits, Ribosomal scanning and start codon recognition, Translation initiation complex formation, Formation of the ternary complex, and subsequently, the 43S complex, Eukaryotic Translation Initiation	ribosome assembly, translational initiation	protein binding, RNA binding, translation factor activity, RNA binding, tRNA binding, translation initiation factor activity	eukaryotic 43S preinitiation complex, cytosol, eukaryotic 48S preinitiation complex, cytoplasm, multi-eIF complex
ENSG00000236698	EIF1AXP1	-0.1467513573871102	0.20431439156825187				
ENSG00000173467	AGR3	0.10903670296985446	0.20487416501600372			protein binding, dystroglycan binding	endoplasmic reticulum, intracellular membrane-bounded organelle
ENSG00000247137	ANKRD42-DT	0.0721841807431387	0.20487416501600372				
ENSG00000286592	LINC02885	-0.10130412581434523	0.20550380619576158				
ENSG00000158805	ZNF276	0.13033488207006183	0.20550380619576158			chromatin insulator sequence binding, protein binding, sequence-specific double-stranded DNA binding, zinc ion binding	nucleus, chromosome, kinetochore
ENSG00000162004	CCDC78	0.16929101765842125	0.2058433208552956		skeletal muscle contraction, cell projection organization, de novo centriole assembly involved in multi-ciliated epithelial cell differentiation		sarcoplasmic reticulum, perinuclear region of cytoplasm, deuterosome, cytoplasm, sarcolemma, centriole
ENSG00000071994	PDCD2	-0.09179458104615446	0.2058433208552956		regulation of hematopoietic progenitor cell differentiation, positive regulation of hematopoietic stem cell proliferation, positive regulation of apoptotic process, activation of cysteine-type endopeptidase activity involved in apoptotic process, apoptotic process	enzyme binding, protein binding, metal ion binding, DNA binding	extracellular exosome, nucleus, cytoplasm
ENSG00000237575	PYY2	0.11989261175176802	0.2058433208552956				
ENSG00000290671	PYY2	0.11989261175176802	0.2058433208552956				
ENSG00000117616	RSRP1	0.10529534941185004	0.2058433208552956				
ENSG00000259984		0.10529534941185004	0.2058433208552956				
ENSG00000261349		0.10529534941185004	0.2058433208552956				
ENSG00000125703	ATG4C	0.10265569992078927	0.20796241393954526	Autophagy, Macroautophagy	autophagy, proteolysis, protein transport, protein delipidation	protein-phosphatidylethanolamide deconjugating activity, protein binding, cysteine-type peptidase activity	cellular_component, cytoplasm
ENSG00000246705	H2AJ	-0.08366884668856756	0.20796241393954526	PRC2 methylates histones and DNA, Meiotic recombination, RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function, RHO GTPase Effectors, Gene expression (Transcription), Cellular responses to stimuli, Defective pyroptosis, Activation of anterior HOX genes in hindbrain development during early embryogenesis, Activation of HOX genes during differentiation, Signaling by WNT, Chromosome Maintenance, Deposition of new CENPA-containing nucleosomes at the centromere, Gene Silencing by RNA, Signaling by NOTCH, Pre-NOTCH Expression and Processing, Signal Transduction, Cellular Senescence, Depurination, Disease, Inhibition of DNA recombination at telomere, Packaging Of Telomere Ends, Nucleosome assembly, Signaling by Rho GTPases, Epigenetic regulation of gene expression, RMTs methylate histone arginines, B-WICH complex positively regulates rRNA expression, Diseases of programmed cell death, Cell Cycle, Negative epigenetic regulation of rRNA expression, Transcriptional regulation of granulopoiesis, Senescence-Associated Secretory Phenotype (SASP), Chromatin modifying enzymes, RNA Polymerase I Promoter Clearance, RUNX1 regulates transcription of genes involved in differentiation of HSCs, ESR-mediated signaling, Signaling by Rho GTPases, Miro GTPases and RHOBTB3, Pre-NOTCH Transcription and Translation, M Phase, DNA Replication, NoRC negatively regulates rRNA expression, Positive epigenetic regulation of rRNA expression, Assembly of the pre-replicative complex, RHO GTPases activate PKNs, DNA Repair, RNA Polymerase I Promoter Opening, Recognition and association of DNA glycosylase with site containing an affected purine, DNA methylation, Base Excision Repair, Condensation of Prophase Chromosomes, ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression, Mitotic Prophase, Generic Transcription Pathway, Developmental Biology, RNA Polymerase II Transcription, Formation of the beta-catenin:TCF transactivating complex, Chromatin organization, TCF dependent signaling in response to WNT, RNA Polymerase I Promoter Escape, Reproduction, DNA Replication Pre-Initiation, Recognition and association of DNA glycosylase with site containing an affected pyrimidine, Transcriptional regulation by RUNX1, Assembly of the ORC complex at the origin of replication, Cellular responses to stress, Cell Cycle, Mitotic, Base-Excision Repair, AP Site Formation, DNA Damage/Telomere Stress Induced Senescence, SIRT1 negatively regulates rRNA expression, Meiotic synapsis, Signaling by Nuclear Receptors, Meiosis, Estrogen-dependent gene expression, Transcriptional regulation by small RNAs, Cleavage of the damaged pyrimidine , Oxidative Stress Induced Senescence, Telomere Maintenance, Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3, Cleavage of the damaged purine, RNA Polymerase I Transcription, Depyrimidination		molecular_function, structural constituent of chromatin, protein heterodimerization activity, DNA binding	extracellular exosome, nucleus, nucleosome
ENSG00000152894	PTPRK	0.1322264208937609	0.20798046231136794	EGFR downregulation, Signal Transduction, Signaling by Receptor Tyrosine Kinases, Signaling by EGFR	negative regulation of keratinocyte proliferation, protein localization to cell surface, negative regulation of cell cycle, negative regulation of cell migration, transforming growth factor beta receptor signaling pathway, negative regulation of cell population proliferation, signal transduction, protein dephosphorylation, negative regulation of DNA-templated transcription, focal adhesion assembly, cell adhesion, cellular response to UV, cell migration, cellular response to reactive oxygen species	protein binding, transmembrane receptor protein tyrosine phosphatase activity, gamma-catenin binding, beta-catenin binding, protein tyrosine phosphatase activity, protein kinase binding	leading edge membrane, cell-cell junction, adherens junction, membrane, intracellular membrane-bounded organelle, plasma membrane, cell junction, cell surface
ENSG00000120526	NUDCD1	-0.12605116344989686	0.2087836020171979				nucleoplasm, cytosol
ENSG00000243323	PTPRVP	0.10218968699958397	0.2087836020171979				
ENSG00000164944	VIRMA	0.11699480766632053	0.20890637841827636		mRNA methylation, mRNA alternative polyadenylation, RNA splicing	protein binding, RNA binding	cytosol, nuclear speck, nucleoplasm, nuclear body, nucleus, RNA N6-methyladenosine methyltransferase complex
ENSG00000181588	MEX3D	0.13018271576673301	0.21002558650654646		mRNA localization resulting in post-transcriptional regulation of gene expression, mRNA destabilization	metal ion binding, RNA binding, mRNA 3'-UTR AU-rich region binding	nucleus, perinuclear region of cytoplasm
ENSG00000141646	SMAD4	-0.09916447000685746	0.2122199987687396	Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer, Signaling by TGFB family members, SARS-CoV-1 Infection, Signaling by NODAL, Signaling by TGF-beta Receptor Complex, Post-translational protein modification, Disease, Diseases of signal transduction by growth factor receptors and second messengers, Cardiogenesis, Gastrulation, Deubiquitination, Gene expression (Transcription), Metabolism of proteins, SARS-CoV-1-host interactions, Signaling by TGF-beta Receptor Complex in Cancer, Ub-specific processing proteases, RUNX3 regulates CDKN1A transcription, Formation of definitive endoderm, Signaling by Activin, FOXO-mediated transcription, Germ layer formation at gastrulation, Generic Transcription Pathway, Loss of Function of SMAD2/3 in Cancer, Loss of Function of SMAD4 in Cancer, SMAD4 MH2 Domain Mutants in Cancer, Developmental Biology, SARS-CoV Infections, Downregulation of SMAD2/3:SMAD4 transcriptional activity, RNA Polymerase II Transcription, FOXO-mediated transcription of cell cycle genes, Viral Infection Pathways, Transcriptional regulation by RUNX3, RUNX3 regulates BCL2L11 (BIM) transcription, FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes, Signal Transduction, SARS-CoV-1 targets host intracellular signalling and regulatory pathways, TGF-beta receptor signaling activates SMADs, Signaling by BMP, SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription, Transcriptional regulation of pluripotent stem cells, Infectious disease, RUNX2 regulates bone development, SMAD2/3 MH2 Domain Mutants in Cancer, Transcriptional regulation by RUNX2	left ventricular cardiac muscle tissue morphogenesis, outflow tract septum morphogenesis, positive regulation of histone H3-K9 acetylation, positive regulation of cell proliferation involved in heart valve morphogenesis, BMP signaling pathway, interleukin-6-mediated signaling pathway, adrenal gland development, embryonic digit morphogenesis, uterus development, positive regulation of transcription by RNA polymerase II, positive regulation of epithelial to mesenchymal transition, positive regulation of luteinizing hormone secretion, negative regulation of cardiac myofibril assembly, brainstem development, positive regulation of pathway-restricted SMAD protein phosphorylation, somite rostral/caudal axis specification, neural crest cell differentiation, negative regulation of cardiac muscle hypertrophy, cellular response to glucose stimulus, neuron fate commitment, negative regulation of cell population proliferation, osteoblast differentiation, atrioventricular valve formation, ovarian follicle development, regulation of binding, response to hypoxia, response to transforming growth factor beta, gastrulation with mouth forming second, axon guidance, SMAD protein signal transduction, cell differentiation, positive regulation of transforming growth factor beta receptor signaling pathway, negative regulation of protein catabolic process, spermatogenesis, nephrogenic mesenchyme morphogenesis, negative regulation of DNA-templated transcription, negative regulation of ERK1 and ERK2 cascade, anatomical structure morphogenesis, positive regulation of DNA-templated transcription, transforming growth factor beta receptor signaling pathway, epithelial to mesenchymal transition, regulation of transforming growth factor beta2 production, seminiferous tubule development, developmental growth, single fertilization, epithelial cell migration, DNA-templated transcription, cellular response to BMP stimulus, endothelial cell activation, positive regulation of miRNA transcription, positive regulation of histone H3-K4 methylation, regulation of transcription by RNA polymerase II, in utero embryonic development, female gonad morphogenesis, secondary palate development, cell population proliferation, intracellular signal transduction, regulation of hair follicle development, positive regulation of BMP signaling pathway, sebaceous gland development, cardiac conduction system development, formation of anatomical boundary, mesendoderm development, intracellular iron ion homeostasis, epithelial to mesenchymal transition involved in endocardial cushion formation, ventricular septum morphogenesis, positive regulation of cardiac muscle cell apoptotic process, positive regulation of follicle-stimulating hormone secretion, activin receptor signaling pathway, atrioventricular canal development, transcription by RNA polymerase II, positive regulation of SMAD protein signal transduction, negative regulation of cell growth, branching involved in ureteric bud morphogenesis, metanephric mesenchyme morphogenesis, positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus, ERK1 and ERK2 cascade, regulation of transforming growth factor beta receptor signaling pathway, endocardial cell differentiation, negative regulation of transcription by RNA polymerase II	identical protein binding, sulfate binding, metal ion binding, transcription cis-regulatory region binding, R-SMAD binding, DNA-binding transcription factor activity, RNA polymerase II-specific, chromatin binding, sequence-specific DNA binding, protein binding, I-SMAD binding, RNA polymerase II cis-regulatory region sequence-specific DNA binding, collagen binding, filamin binding, DNA-binding transcription activator activity, RNA polymerase II-specific, RNA polymerase II-specific DNA-binding transcription factor binding, protein homodimerization activity, DNA binding, DNA-binding transcription factor activity, transcription coactivator binding	activin responsive factor complex, SMAD protein complex, cytosol, nucleoplasm, cytoplasm, transcription regulator complex, centrosome, heteromeric SMAD protein complex, nucleus, chromatin
ENSG00000169045	HNRNPH1	-0.08975065334459575	0.21249675588910233	mRNA Splicing, Signaling by FGFR, Metabolism of RNA, Signal Transduction, Signaling by Receptor Tyrosine Kinases, Signaling by FGFR2, Processing of Capped Intron-Containing Pre-mRNA, mRNA Splicing - Major Pathway, FGFR2 alternative splicing	mRNA splicing, via spliceosome, regulation of RNA splicing, RNA processing	poly(U) RNA binding, protein binding, RNA binding, identical protein binding	ribonucleoprotein complex, cytosol, nucleoplasm, membrane, nucleus, catalytic step 2 spliceosome
ENSG00000256128	LINC00944	0.20890044701476107	0.21283333131714996				
ENSG00000095002	MSH2	0.09611905167131063	0.21323471053977064	Diseases of Mismatch Repair (MMR), Transcriptional Regulation by TP53, Defective Mismatch Repair Associated With MSH2, Generic Transcription Pathway, Gene expression (Transcription), Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha), Diseases of DNA repair, Mismatch Repair, Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta), DNA Repair, RNA Polymerase II Transcription, TP53 Regulates Transcription of DNA Repair Genes, Defective Mismatch Repair Associated With MSH3, Defective Mismatch Repair Associated With MSH6, Disease	negative regulation of DNA recombination, response to UV-B, determination of adult lifespan, positive regulation of isotype switching to IgG isotypes, positive regulation of isotype switching to IgA isotypes, somatic hypermutation of immunoglobulin genes, positive regulation of helicase activity, somatic recombination of immunoglobulin gene segments, germ cell development, mitotic intra-S DNA damage checkpoint signaling, in utero embryonic development, B cell differentiation, mitotic recombination, mismatch repair, postreplication repair, negative regulation of neuron apoptotic process, intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator, B cell mediated immunity, oxidative phosphorylation, protein localization to chromatin, response to X-ray, double-strand break repair, isotype switching, somatic recombination of immunoglobulin genes involved in immune response, male gonad development, DNA repair, maintenance of DNA repeat elements	ATP hydrolysis activity, guanine/thymine mispair binding, ATP binding, single thymine insertion binding, double-stranded DNA binding, mismatched DNA binding, chromatin binding, single-stranded DNA binding, protein binding, magnesium ion binding, centromeric DNA binding, dinucleotide repeat insertion binding, dinucleotide insertion or deletion binding, ATP-dependent DNA damage sensor activity, single guanine insertion binding, oxidized purine DNA binding, four-way junction DNA binding, ATP-dependent activity, acting on DNA, protein homodimerization activity, ADP binding, DNA binding, MutLalpha complex binding	MutSbeta complex, MutSalpha complex, nucleoplasm, chromosome, telomeric region, membrane, nucleus
ENSG00000145103	ILDR1	0.08511192780831589	0.21465191465338335		regulation of RNA splicing, tricellular tight junction assembly, response to fatty acid, cellular response to leukemia inhibitory factor, endocytosis, protein localization to tricellular tight junction, establishment of localization in cell, epithelial structure maintenance, positive regulation of peptide hormone secretion, peptide hormone secretion	identical protein binding, protein binding, high-density lipoprotein particle receptor activity	tight junction, cytosol, bicellular tight junction, tricellular tight junction, plasma membrane, protein-containing complex
ENSG00000154016	GRAP	-0.1220975344511448	0.21530172244969403	Signal Transduction, Signaling by SCF-KIT, Signaling by Receptor Tyrosine Kinases	regulation of MAPK cascade, cell-cell signaling, Ras protein signal transduction, signal transduction, sensory perception of sound	protein binding, phosphotyrosine residue binding, epidermal growth factor receptor binding	COP9 signalosome, cytosol, nucleoplasm, cytoplasm, presynapse, plasma membrane
ENSG00000166352	IFTAP	-0.24387606746819301	0.21632833131116622		spermatogenesis, acrosome reaction	intraciliary transport particle A binding, protein binding	9+0 non-motile cilium, cytosol
ENSG00000197045	GMFB	-0.15931570441164133	0.21632833131116622		actin filament debranching, signal transduction, nervous system development, protein phosphorylation, negative regulation of Arp2/3 complex-mediated actin nucleation	actin binding, Arp2/3 complex binding, protein kinase inhibitor activity, growth factor activity, enzyme activator activity	
ENSG00000280098		-0.10999154701995728	0.21653911450962687				
ENSG00000145555	MYO10	-0.09408634980706854	0.21681828265327707	Netrin-1 signaling, Immune System, Regulation of actin dynamics for phagocytic cup formation, Axon guidance, Leishmania infection, Leishmania phagocytosis, Developmental Biology, Parasite infection, FCGR3A-mediated phagocytosis, Fcgamma receptor (FCGR) dependent phagocytosis, Nervous system development, Infectious disease, Parasitic Infection Pathways, Innate Immune System, Disease	regulation of filopodium assembly, positive regulation of cell-cell adhesion, regulation of cell shape, signal transduction, cytoskeleton-dependent intracellular transport	protein binding, spectrin binding, microfilament motor activity, calmodulin binding, actin filament binding, phosphatidylinositol-3,4,5-trisphosphate binding, ATP binding, plus-end directed microfilament motor activity	cell cortex, filopodium tip, nucleolus, filopodium, cytosol, filopodium membrane, ruffle, neuronal cell body, neuron projection, myosin complex, plasma membrane, lamellipodium
ENSG00000257337	TNS2-AS1	-0.14624559944989812	0.21730606487755216				
ENSG00000140443	IGF1R	-0.08403816068181058	0.21745684479111274	IRS-related events triggered by IGF1R, SHC-related events triggered by IGF1R, Signal Transduction, Extra-nuclear estrogen signaling, Signaling by Receptor Tyrosine Kinases, Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R), ESR-mediated signaling, Signaling by Nuclear Receptors, IGF1R signaling cascade	positive regulation of kinase activity, positive regulation of protein-containing complex disassembly, phosphatidylinositol 3-kinase signaling, transcytosis, cellular response to progesterone stimulus, cardiac atrium development, positive regulation of MAPK cascade, cellular senescence, cellular response to zinc ion starvation, response to ethanol, cellular response to angiotensin, protein autophosphorylation, positive regulation of protein kinase B signaling, cellular response to mechanical stimulus, peptidyl-tyrosine autophosphorylation, cellular response to transforming growth factor beta stimulus, cellular response to estradiol stimulus, cellular response to testosterone stimulus, cellular response to aldosterone, establishment of cell polarity, positive regulation of cold-induced thermogenesis, multicellular organism development, signal transduction, positive regulation of osteoblast proliferation, estrous cycle, positive regulation of axon regeneration, cellular response to amyloid-beta, regulation of JNK cascade, positive regulation of steroid hormone biosynthetic process, immune response, axonogenesis, response to L-glutamate, hippocampus development, response to alkaloid, negative regulation of muscle cell apoptotic process, cerebellum development, positive regulation of phosphatidylinositol 3-kinase signaling, response to vitamin E, negative regulation of MAPK cascade, insulin-like growth factor receptor signaling pathway, positive regulation of cell migration, positive regulation of smooth muscle cell proliferation, negative regulation of hepatocyte apoptotic process, negative regulation of apoptotic process, positive regulation of cell population proliferation, amyloid-beta clearance, cellular response to glucose stimulus, positive regulation of cytokinesis, negative regulation of cholangiocyte apoptotic process, response to nicotine, phosphatidylinositol-mediated signaling, cellular response to dexamethasone stimulus, dendritic spine maintenance, positive regulation of DNA metabolic process, insulin receptor signaling pathway, cellular response to insulin-like growth factor stimulus	insulin receptor substrate binding, protein binding, insulin-like growth factor receptor activity, G-protein alpha-subunit binding, insulin-like growth factor binding, identical protein binding, insulin binding, protein transporter activity, protein tyrosine kinase activity, insulin-like growth factor I binding, ATP binding, phosphatidylinositol 3-kinase binding, insulin receptor binding, insulin receptor activity	axon, insulin receptor complex, receptor complex, T-tubule, neuronal cell body, membrane, caveola, intracellular membrane-bounded organelle, alphav-beta3 integrin-IGF-1-IGF1R complex, plasma membrane, protein kinase complex
ENSG00000120798	NR2C1	-0.0758735039124736	0.218032889228414	SUMOylation of intracellular receptors, SUMOylation, Generic Transcription Pathway, Gene expression (Transcription), SUMO E3 ligases SUMOylate target proteins, Metabolism of proteins, Nuclear Receptor transcription pathway, RNA Polymerase II Transcription, Post-translational protein modification	anatomical structure development, negative regulation of transcription by RNA polymerase II, positive regulation of retinoic acid receptor signaling pathway, cell differentiation, intracellular receptor signaling pathway, steroid hormone mediated signaling pathway	protein binding, protein homodimerization activity, sequence-specific double-stranded DNA binding, nuclear receptor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding, DNA binding, histone deacetylase binding, DNA-binding transcription repressor activity, RNA polymerase II-specific, zinc ion binding, signaling receptor activity, nuclear steroid receptor activity	nucleoplasm, PML body, chromatin
ENSG00000074603	DPP8	-0.150768673911021	0.21837674029047352		apoptotic process, proteolysis, immune response, negative regulation of programmed cell death	dipeptidyl-peptidase activity, protein binding, aminopeptidase activity, serine-type peptidase activity	cytoplasm, cytosol
ENSG00000168575	SLC20A2	-0.09285100005134961	0.21837674029047352	Defective SLC20A2 causes idiopathic basal ganglia calcification 1 (IBGC1), Disease, SLC-mediated transmembrane transport, Sodium-coupled phosphate cotransporters, SLC transporter disorders, Transport of inorganic cations/anions and amino acids/oligopeptides, Disorders of transmembrane transporters, Transport of small molecules	phosphate ion transmembrane transport, monoatomic ion transport, sodium ion transmembrane transport, positive regulation of bone mineralization, viral entry into host cell	virus receptor activity, inorganic phosphate transmembrane transporter activity, sodium:phosphate symporter activity, signaling receptor activity	extracellular exosome, brush border membrane, membrane, apical plasma membrane, plasma membrane
ENSG00000197885	NKIRAS1	-0.14377254716715093	0.21837674029047352	Immune System, Cytokine Signaling in Immune system, Toll-like Receptor Cascades, Interleukin-1 signaling, TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation, Toll Like Receptor TLR1:TLR2 Cascade, MyD88-independent TLR4 cascade , Cytosolic sensors of pathogen-associated DNA , MyD88:MAL(TIRAP) cascade initiated on plasma membrane, Toll Like Receptor 3 (TLR3) Cascade, Toll Like Receptor 9 (TLR9) Cascade, Toll Like Receptor 10 (TLR10) Cascade, Toll Like Receptor 7/8 (TLR7/8) Cascade, MyD88 dependent cascade initiated on endosome, Toll Like Receptor 5 (TLR5) Cascade, Toll Like Receptor TLR6:TLR2 Cascade, Toll Like Receptor 4 (TLR4) Cascade, RIP-mediated NFkB activation via ZBP1, MyD88 cascade initiated on plasma membrane, Signaling by Interleukins, TRIF(TICAM1)-mediated TLR4 signaling , DDX58/IFIH1-mediated induction of interferon-alpha/beta, Interleukin-1 family signaling, ZBP1(DAI) mediated induction of type I IFNs, TRAF6 mediated NF-kB activation, TAK1-dependent IKK and NF-kappa-B activation  , Toll Like Receptor 2 (TLR2) Cascade, Innate Immune System	surfactant homeostasis, Ral protein signal transduction, lung alveolus development, regulation of tumor necrosis factor-mediated signaling pathway, I-kappaB kinase/NF-kappaB signaling	GTPase activating protein binding, GTP binding, GTPase activity	endoplasmic reticulum, cytosol
ENSG00000154721	JAM2	-0.07658796028711023	0.21920594026954468	Cell surface interactions at the vascular wall, Extracellular matrix organization, Hemostasis, Integrin cell surface interactions	spermatid development, myoblast fusion, positive regulation of lymphocyte migration, hematopoietic stem cell migration to bone marrow, negative regulation of myelination, cell-cell adhesion, leukocyte cell-cell adhesion, leukocyte tethering or rolling, maintenance of blood-brain barrier, lymphocyte aggregation, cellular extravasation	protein binding, integrin binding	tight junction, bicellular tight junction, cell-cell contact zone, protein complex involved in cell adhesion, plasma membrane, cell surface, somatodendritic compartment
ENSG00000158186	MRAS	-0.07755116231434656	0.21937753162284135	Diseases of signal transduction by growth factor receptors and second messengers, RAF activation, MAPK family signaling cascades, MAPK1/MAPK3 signaling, Signal Transduction, Signaling by MRAS-complex mutants, SHOC2 M1731 mutant abolishes MRAS complex function, Oncogenic MAPK signaling, RAF/MAP kinase cascade, Gain-of-function MRAS complexes activate RAF signaling, Disease	Ras protein signal transduction, cellular response to leukemia inhibitory factor, actin cytoskeleton organization	protein binding, GTP-dependent protein binding, G protein activity, GTPase activity, GTP binding, GDP binding	plasma membrane
ENSG00000174417	TRHR	-0.10324894780083227	0.21970324664176424	G alpha (q) signalling events, GPCR ligand binding, Signal Transduction, Peptide ligand-binding receptors, Signaling by GPCR, Class A/1 (Rhodopsin-like receptors), GPCR downstream signalling	G protein-coupled receptor signaling pathway, phospholipase C-activating G protein-coupled receptor signaling pathway	thyrotropin-releasing hormone receptor activity, protein binding	
ENSG00000012124	CD22	0.10552640340894026	0.2201120663724199	Immune System, Adaptive Immune System, Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell, CD22 mediated BCR regulation, Signaling by the B Cell Receptor (BCR), Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	regulation of B cell proliferation, negative regulation of calcium-mediated signaling, regulation of immune response, negative regulation of B cell receptor signaling pathway, negative regulation of immunoglobulin production, B cell activation, cell adhesion, regulation of endocytosis	carbohydrate binding, protein binding, sialic acid binding, signaling receptor binding, IgM binding, protein phosphatase binding, CD4 receptor binding	extracellular exosome, external side of plasma membrane, neuronal cell body membrane, early endosome, cytoplasm, membrane, recycling endosome, plasma membrane, cell surface
ENSG00000154310	TNIK	-0.08735863481496908	0.22068891987052583	Cellular responses to stimuli, Cellular responses to stress, Cellular Senescence, Oxidative Stress Induced Senescence	protein localization to plasma membrane, cytoskeleton organization, neuron projection morphogenesis, regulation of MAPK cascade, positive regulation of protein phosphorylation, response to organonitrogen compound, microvillus assembly, regulation of dendrite morphogenesis, Wnt signaling pathway, MAPK cascade, intracellular signal transduction, protein phosphorylation, protein autophosphorylation, positive regulation of JNK cascade, actin cytoskeleton organization	protein kinase activity, protein binding, protein serine/threonine kinase activity, protein serine kinase activity, ATP binding	extracellular exosome, cytoskeleton, cytosol, nucleoplasm, cytoplasm, presynapse, apical plasma membrane, recycling endosome, glutamatergic synapse, nucleus, postsynaptic density, intracellular component
ENSG00000149761	NUDT22	-0.08951803189314234	0.2210097503435955			protein binding, UDP-sugar diphosphatase activity, GDP-mannose hydrolase activity, metal ion binding	
ENSG00000259976		-0.07045984270790084	0.2213906558383038				
